publisher,genres,release_date,tags,price,early_access,id,developer
SolarLune Games,"['Action', 'Adventure', 'Indie']",2017-11-17,"['Action', 'Adventure', 'Indie', 'Platformer', 'Metroidvania']",9.99,0.0,574500.0,SolarLune Games
Noble Empire Corp.,"['Free to Play', 'Simulation']",2014-05-25,"['Free to Play', 'Simulation']",4.99,0.0,304330.0,Noble Empire Corp.
Degica,['Action'],2015-01-23,"['Anime', ""Beat 'em up"", 'Action', 'Cute', 'Pixel Graphics', 'Female Protagonist', 'Local Co-Op', 'Side Scroller', 'Hack and Slash', 'Co-op', '2D', 'Retro', '4 Player Local', 'Great Soundtrack', 'Fighting', 'Multiplayer', 'Arcade', 'Local Multiplayer', 'Nudity']",11.99,0.0,329490.0,MAGES. Inc.
Iron Helmet Games,['Strategy'],2017-03-01,['Strategy'],11.99,0.0,597640.0,Iron Helmet Games
Dovetail Games - Trains,['Simulation'],2017-05-10,['Simulation'],24.99,0.0,562379.0,Smokebox
Alice &amp; Smith,"['Adventure', 'Casual', 'Indie', 'Strategy']",2016-06-10,"['Indie', 'Adventure', 'Puzzle', 'Strategy', 'Historical', 'Horror', 'Casual']",4.99,0.0,449730.0,Alice &amp; Smith
D3 PUBLISHER,['Action'],2016-06-15,['Action'],1.99,0.0,467042.0,TAMSOFT
Tortuga Team,"['Casual', 'Indie', 'RPG', 'Strategy']",2015-09-15,"['Strategy', 'RPG', 'Casual', 'Pirates', 'Indie', 'Turn-Based Strategy', 'Singleplayer', 'Exploration', 'Hand-drawn', 'Touch-Friendly', 'Atmospheric', 'Turn-Based']",6.99,0.0,391490.0,Tortuga Team
Dovetail Games - Trains,['Simulation'],2013-06-13,['Simulation'],19.99,0.0,208348.0,G-TraX
XGen Studios,"['Adventure', 'Casual', 'Indie', 'RPG']",2013-11-15,"['RPG', 'Indie', 'Casual', 'Adventure']",4.99,0.0,281780.0,XGen Studios
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],2010-03-10,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Games Workshop', 'Tactical', 'RPG', 'Real-Time', 'Co-op', 'Singleplayer', 'Action', 'Gore']",19.99,0.0,20570.0,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Green Man Gaming Publishing,"['Action', 'Indie']",2015-03-27,"['Indie', 'Action', 'Physics', 'Building', '2D', 'Singleplayer']",9.99,0.0,347040.0,Burnt Fuse
Artifex Mundi,"['Adventure', 'Casual']",2016-09-01,"['Casual', 'Adventure', 'Hidden Object', 'Female Protagonist', 'Puzzle', 'Point & Click', 'Fantasy', 'Singleplayer', 'Mystery', '2D', 'Indie', 'Family Friendly', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Horror']",9.99,0.0,497580.0,Brave Giant LTD
BANDAI NAMCO Entertainment,"['Action', 'Adventure']",2016-02-04,"['Anime', 'Fighting', 'Action', 'Ninja', 'Multiplayer', 'Adventure', 'Story Rich', 'Singleplayer', 'Local Multiplayer', 'Great Soundtrack', 'Third Person', 'Atmospheric', 'Fantasy', 'Open World', 'Online Co-Op', 'Co-op', ""Beat 'em up"", 'Local Co-Op', 'Heist', 'Memes']",29.99,0.0,349040.0,CyberConnect2 Co. Ltd.
FomoonSoft,"['Action', 'Indie', 'Early Access']",2017-10-27,"['Early Access', 'Action', 'Indie', 'Violent']",7.99,1.0,732980.0,FomoonSoft
KranX Productions,"['Action', 'Adventure', 'Indie', 'Racing']",1998-06-19,"['Racing', 'Adventure', 'Action', 'Indie', 'Atmospheric', 'Classic', 'Open World', 'Psychedelic', 'RPG', 'Top-Down', 'Sandbox', 'Sci-fi', 'Voxel', 'Retro']",6.99,0.0,264080.0,K-D Lab
KISS ltd,"['Action', 'Racing']",2014-11-21,"['Racing', 'Action', 'Simulation']",19.99,0.0,327010.0,251 Games
SEGA,"['Simulation', 'Sports']",2017-11-09,"['Simulation', 'Sports']",0.99,0.0,711733.0,Sports Interactive
Strategy First,['Casual'],2014-09-12,"['Casual', 'Hidden Object']",4.99,0.0,321600.0,Snack Games
Quad-Games,"['Action', 'Indie', 'Early Access']",2017-03-01,"['Early Access', 'Action', 'Indie', 'Arcade', 'Futuristic', 'Great Soundtrack', 'Space', 'Sci-fi', ""Shoot 'Em Up"", 'Replay Value', 'Singleplayer', 'Time Manipulation', 'Bullet Hell', '2D', 'Physics', 'Real-Time', 'Gun Customization', 'Rogue-lite', 'RPG', 'Hex Grid']",9.99,1.0,391140.0,Quad-Games
Deep Silver,['Action'],2011-11-14,['Action'],2.99,0.0,55390.0,Volition
Dovetail Games - Trains,['Simulation'],2012-06-07,"['Simulation', 'Trains', 'Sandbox', 'Realistic', 'Open World', 'Family Friendly', 'TrackIR', 'Physics', 'Atmospheric']",12.99,0.0,24021.0,Dovetail Games
SEGA,['Action'],2011-10-26,"['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",15.0,0.0,99300.0,Avalanche Studios
Perfect World Entertainment,"['Action', 'Adventure', 'Indie']",2016-08-30,"['Action', 'Adventure', 'Indie']",,0.0,518370.0,Tuque Games
Jarbit,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2015-07-17,"['Free to Play', 'Massively Multiplayer', 'Pixel Graphics', 'RPG', 'Adventure', 'Open World', 'Indie', 'Action', 'Multiplayer', 'MMORPG', 'Retro', 'PvP', '2D', 'Sandbox', 'Casual']",,0.0,354200.0,"Jarbit,Castle art by Yuriy Gusev"
Enjoy Games,"['Action', 'Adventure', 'Indie']",2017-03-15,"['Indie', 'Action', 'Adventure', ""Shoot 'Em Up""]",2.99,0.0,580990.0,Ultimate Glitch
WHITEROCK games,"['Action', 'Indie']",2017-09-19,"['Action', 'Indie']",2.99,0.0,713960.0,studio WHITEROCK
Buka Entertainment,"['Action', 'Racing', 'RPG']",2005-12-08,"['Post-apocalyptic', 'Atmospheric', 'Open World', 'Action', 'RPG', 'Racing', 'Adventure', 'Driving', 'Singleplayer', 'Cult Classic', 'Indie']",7.99,0.0,285500.0,Targem Games
Steve Jarman,['RPG'],2014-05-09,"['RPG', 'Dungeon Crawler', 'First-Person', 'Grid-Based Movement']",4.99,0.0,296530.0,Steve Jarman
Create Something Interesting,"['Casual', 'Indie']",2017-04-21,"['Casual', 'Indie', 'Puzzle', 'Minimalist', 'Difficult']",2.99,0.0,534560.0,Create Something Interesting
tinyBuild,"['Adventure', 'Casual', 'Indie']",2015-07-02,"['Casual', 'Indie', 'Adventure', 'Puzzle', 'Cute']",4.99,0.0,252130.0,"Victor Solodilov,Denis Novikov"
Daedalic Entertainment,['Adventure'],2014-07-08,"['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Puzzle', 'Funny', 'Sci-fi', '2D', 'Steampunk', 'Indie', 'Story Rich', 'Great Soundtrack', 'Atmospheric', 'Romance']",39.99,0.0,292910.0,Daedalic Entertainment
Dovetail Games - Trains,['Simulation'],2015-12-18,['Simulation'],19.99,0.0,325964.0,Digital Train Model
Idea Factory International,['Strategy'],2016-04-26,['Strategy'],0.99,0.0,427002.0,"Idea Factory,Compile Heart,Sting"
Plug In Digital,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",2014-05-16,"['Racing', 'Action', 'Indie', 'Casual', 'Simulation', 'Sci-fi']",4.99,0.0,279520.0,Hypercane Studios
CI Games,"['Action', 'RPG']",2014-10-28,"['Action', 'RPG']",1.99,0.0,317201.0,"CI Games,Deck 13"
SNK CORPORATION,['Action'],2016-05-26,"['Action', ""Shoot 'Em Up"", 'Female Protagonist', 'Arcade', 'Anime', 'Cute', ""1990's""]",7.99,0.0,366280.0,"SNK CORPORATION,DotEmu"
Brandon Brizzi,"['Adventure', 'Indie']",2012-02-22,"['Indie', 'Platformer', 'Puzzle', 'Adventure', 'Metroidvania', 'Singleplayer', '2D']",4.99,0.0,205690.0,Brandon Brizzi
Selenion Games,"['Action', 'Indie', 'RPG']",2016-03-11,"['Action', 'Indie', 'RPG']",0.99,0.0,405440.0,Selenion Games
Bludgeonsoft,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2016-06-15,"['Early Access', 'Adventure', 'Simulation', 'Strategy', 'Indie', 'Casual', 'RPG', 'Pixel Graphics', 'Sandbox', 'Open World', 'Rogue-like', '2D']",9.99,1.0,458330.0,Bludgeonsoft
Dr.Crewcut,"['Casual', 'Indie']",2017-02-14,"['Casual', 'Indie', 'Minimalist', 'Puzzle', '2D', 'Physics', 'Family Friendly', 'Short', 'Singleplayer', 'Relaxing', 'Violent']",0.99,0.0,588970.0,Dr_Crewcut
Retroism,"['Action', 'Casual']",2015-02-20,"['Action', 'Casual']",3.99,0.0,340130.0,Doyodo
Jetdogs Studios,"['Indie', 'Strategy']",2016-06-17,"['Strategy', 'Indie', 'Puzzle', '2D']",4.99,0.0,450190.0,Jetdogs Studios
"Slightly Mad Studios, BANDAI NAMCO Entertainment","['Racing', 'Simulation', 'Sports']",2015-06-08,"['Simulation', 'Sports', 'Racing']",4.99,0.0,334770.0,Slightly Mad Studios
Blue Blaze Gaming,"['Indie', 'Simulation', 'Strategy']",2017-06-05,"['Indie', 'Simulation', 'Strategy', 'Space', '2D']",9.99,0.0,459610.0,Blue  Blaze Gaming
Just1337 Publisher,"['Action', 'Casual', 'Indie']",2017-02-28,"['Action', 'Indie', 'Casual']",0.99,0.0,590470.0,Just1337 Studio
Alawar Premium,"['Adventure', 'Indie', 'Strategy']",2017-05-18,"['Strategy', 'Indie', 'Violent', 'Adventure', 'Dystopian']",3.99,0.0,616950.0,Warm Lamp Games
Scarlet Moon Records,"['Indie', 'RPG']",2014-01-27,"['RPG', 'Indie']",6.99,0.0,325640.0,"Vince DiCola,Kenny Meriedeth,Mighty Rabbit Studios"
The Game Creators,['Action'],2016-01-25,"['Game Development', 'Action', 'Design & Illustration', 'Animation & Modeling', 'GameMaker', 'Space', 'Education', 'Sci-fi', 'Futuristic', 'Space Sim', 'Fighting', 'First-Person', 'FPS']",19.99,0.0,404570.0,The Game Creators
Buka Entertainment,"['RPG', 'Strategy']",2006-04-13,"['Strategy', 'RPG']",4.99,0.0,311060.0,Targem Games
SEGA,['Adventure'],2011-01-26,"['Adventure', 'Classic', 'Great Soundtrack', 'Local Co-Op', 'Rogue-like', 'Comedy', '2D']",4.99,0.0,71166.0,SEGA
Evil Indie Games,"['Action', 'Adventure', 'Indie']",2016-04-07,"['Indie', 'Action', 'Adventure', 'Great Soundtrack', 'Surreal', 'Difficult', 'Minimalist', 'First-Person', 'Abstract', 'Runner']",3.99,0.0,444800.0,Evil Indie Games
IMGN.PRO,"['Adventure', 'Indie', 'Simulation']",2017-04-25,"['Indie', 'Adventure', 'Simulation']",,0.0,537540.0,Sleepless Clinic
ATLUS USA,"['Action', 'Adventure', 'Indie']",2014-07-15,"['Action', 'Adventure', 'Indie']",4.99,0.0,311590.0,ACE Team
The Secret Pie,"['Adventure', 'Indie', 'RPG']",2016-03-22,"['Adventure', 'RPG', 'Indie']",2.99,0.0,453730.0,The Secret Pie
"Psychic Software, Goblin Portal","['Action', 'Adventure', 'Casual', 'Indie']",2016-07-07,"['Indie', 'Adventure', 'Casual', 'Action', 'Platformer', 'Pixel Graphics', 'Puzzle-Platformer', 'Fantasy', 'Dungeon Crawler', 'Level Editor', 'Comedy', 'Stealth', 'Parody', 'Physics', 'Retro', 'Funny', '2D']",12.99,0.0,389190.0,"Psychic Software,Goblin Portal"
WeMakeApp Studio,"['Action', 'Indie', 'Strategy', 'Early Access']",2017-08-25,"['Early Access', 'Action', 'Strategy', 'Indie']",4.99,1.0,668610.0,WeMakeApp Studio
EnsenaSoft,"['Casual', 'Strategy']",2016-08-15,"['Strategy', 'Casual']",1.99,0.0,514470.0,EnsenaSoft
Two Desperados,"['Adventure', 'Casual']",2014-07-11,"['Casual', 'Adventure', 'Point & Click', 'Hidden Object', 'Puzzle']",9.99,0.0,300360.0,Two Desperados
Konami Digital Entertainment,['Action'],2014-01-09,"['Great Soundtrack', 'Action', 'Hack and Slash', 'Spectacle fighter', 'Swordplay', 'Character Action Game', 'Third Person', 'Singleplayer', 'Cyberpunk', 'Ninja', 'Fast-Paced', 'Gore', 'Sci-fi', 'Replay Value', 'Difficult', 'Mechs', 'Adventure', 'Story Rich', 'Stealth', ""Beat 'em up""]",29.99,0.0,235460.0,PlatinumGames
Princesseuh,"['Indie', 'Racing', 'Early Access']",2015-10-26,"['Early Access', 'Indie', 'Racing']",2.99,1.0,324470.0,Princesseuh
Henchman &amp; Goon,"['Action', 'Indie']",2015-04-28,"['Action', 'Indie', 'Platformer', '2D', 'Great Soundtrack', 'Retro', 'Difficult']",5.99,0.0,341760.0,Henchman &amp; Goon
Dream Reactor,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2016-05-13,"['Strategy', 'Massively Multiplayer', 'Indie', 'Free to Play']",4.99,0.0,464330.0,Dream Reactor
Viva Media,"['Casual', 'Strategy']",2013-08-01,"['Strategy', 'Casual']",2.99,0.0,242630.0,Fakt Software
FireFly Studios,"['Simulation', 'Strategy']",2012-05-25,"['Strategy', 'Medieval', 'City Builder', 'Simulation', 'RTS', 'Resource Management', 'Multiplayer', 'Historical', 'Singleplayer', 'Open World', 'Sandbox', 'Base Building', 'Classic', 'Atmospheric', 'Co-op']",29.99,0.0,47400.0,FireFly Studios
Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG']",2017-01-13,"['RPG', 'Indie', 'Casual', 'Adventure', 'Female Protagonist']",7.99,0.0,552570.0,Warfare Studios
Darkcross Games,"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017-09-15,"['Early Access', 'Indie', 'Strategy', 'Simulation']",9.99,1.0,670490.0,Darkcross Games
Degica,"['Design &amp; Illustration', 'Utilities']",2015-05-26,"['Design & Illustration', 'Utilities']",3.99,0.0,372710.0,Sebastien Bini
Alien Pixel Studios,"['Casual', 'Indie', 'RPG']",2016-06-16,"['Memes', 'Casual', 'Indie', 'RPG', 'Political', 'Politics']",2.99,0.0,441050.0,Alien Pixel Studios
SEGA,['Action'],2011-12-20,['Action'],2.99,0.0,55470.0,Relic
Eko Software,"['Casual', 'Indie']",2015-11-09,"['Indie', 'Casual', 'Puzzle']",7.99,0.0,340700.0,Eko Software
Cosy Goat,"['Indie', 'Simulation', 'Strategy']",2017-02-24,"['Strategy', 'Simulation', 'Indie', 'Economy', 'City Builder', 'Resource Management', 'Management']",29.99,0.0,592550.0,Cosy Goat
Upturn Games,"['Casual', 'Free to Play']",2017-09-27,"['Free to Play', 'Casual', 'Clicker']",,0.0,697610.0,Upturn Games
Bitten Toast Games Inc.,"['Action', 'Indie']",2016-05-12,"['Action', 'Indie']",4.99,0.0,413500.0,"Daniel Snd,Thiago Adamo,Bitten Toast Games Inc."
"PopCap Games, Inc.",['Casual'],2006-08-30,"['Casual', 'Match 3', 'Singleplayer', 'Puzzle']",4.99,0.0,3330.0,"PopCap Games, Inc."
2K Games,['Strategy'],1997-07-15,"['Strategy', 'Sci-fi', 'Tactical', 'Turn-Based', 'Aliens', 'Real-Time with Pause', 'Classic', 'Turn-Based Strategy', 'Isometric', 'Singleplayer', 'Cyberpunk', 'Post-apocalyptic']",4.99,0.0,7660.0,"MicroProse Software, Inc"
8Floor,"['Adventure', 'Casual']",2015-12-11,"['Casual', 'Adventure', 'Hidden Object', 'Point & Click']",5.99,0.0,409600.0,AZ-Art Development Studio
D3 PUBLISHER,['Action'],2016-06-15,['Action'],0.99,0.0,467038.0,TAMSOFT
FrameLineNetwork,['Strategy'],2015-06-11,"['Strategy', 'Dinosaurs']",3.99,0.0,378420.0,FrameLineNetwork
Focus Home Interactive,"['Sports', 'Strategy']",2016-09-08,"['Strategy', 'Sports']",6.99,0.0,523980.0,Cyanide Studios
Bohemia Interactive,"['Indie', 'Strategy']",2013-10-01,"['Strategy', 'Turn-Based', 'Indie', 'Tactical', 'Military', 'Action', 'Singleplayer', 'Shooter', 'War', 'Multiplayer']",8.99,0.0,224860.0,Bohemia Interactive
Peltast Software,"['Adventure', 'Indie', 'RPG']",2015-05-11,"['Adventure', 'RPG', 'Indie', 'Singleplayer', 'Mystery', 'Pixel Graphics']",4.99,0.0,359400.0,Peltast Software
Vyacheslav Shilikhin,"['Action', 'Adventure', 'Indie', 'RPG']",2017-06-08,"['Action', 'Adventure', 'Indie', 'RPG']",2.99,0.0,631530.0,Vyacheslav Shilikhin
D3 PUBLISHER,['Action'],2016-06-15,['Action'],2.99,0.0,464521.0,TAMSOFT
Charlie Fleed,"['Indie', 'RPG', 'Strategy', 'Early Access']",2017-06-29,"['Early Access', 'Strategy', 'Indie', 'RPG', 'Turn-Based', 'Turn-Based Tactics', 'Multiplayer', 'Singleplayer', 'Turn-Based Strategy']",2.99,1.0,575850.0,Charlie Fleed
Paradox Interactive,['Strategy'],2008-10-03,"['Strategy', '4X', 'Space', 'Sci-fi', 'Turn-Based', 'Singleplayer', 'Multiplayer', 'Turn-Based Strategy']",9.99,0.0,42890.0,Kerberos Productions Inc.
Winking Entertainment,"['Massively Multiplayer', 'RPG']",2017-09-13,"['RPG', 'Massively Multiplayer']",10.99,0.0,650260.0,WindThunder Studio
OtakuMaker SARL,"['Action', 'Casual', 'Indie', 'Racing']",2017-10-19,"['Indie', 'Action', 'Casual', 'Racing', 'Space', 'Singleplayer', '2D', 'Runner', 'Difficult', 'Sci-fi', 'Competitive', 'Atmospheric', 'Arcade', 'Minimalist']",0.99,0.0,720480.0,Bacq Stellan
Strategy First,['Casual'],2009-04-16,"['Casual', 'Puzzle', 'Match 3', 'RPG', 'Fantasy', 'Singleplayer']",14.99,0.0,23700.0,Infinite Interactive
KISS ltd,"['Casual', 'Indie', 'Strategy']",2013-01-12,"['Casual', 'Indie', 'Strategy']",9.99,0.0,271550.0,BumpkinBrothers
Rsupport Inc.,"['Utilities', 'Video Production']",2014-02-24,"['Software', 'Video Production', 'Utilities']",14.99,0.0,269290.0,Rsupport Inc.
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-04-04,"['Adventure', 'Indie', 'RPG', 'Casual', 'Strategy', 'RPGMaker', 'JRPG', 'Female Protagonist', 'Fantasy', 'Story Rich', 'Rogue-like', 'Character Customization']",2.99,0.0,603770.0,Arcane Raise
The Fighter Collection,['Simulation'],2014-08-19,['Simulation'],49.99,0.0,250990.0,Eagle Dynamics SA
"KOEI TECMO GAMES CO., LTD.",['Action'],2017-06-06,['Action'],0.99,0.0,595751.0,"KOEI TECMO GAMES CO., LTD."
Nomad Games,"['Indie', 'RPG', 'Strategy']",2015-11-17,"['Strategy', 'RPG', 'Indie']",1.99,0.0,267785.0,Nomad Games
Draknek,['Indie'],2014-07-21,"['Indie', 'Puzzle', 'Sokoban', 'Education', 'Science', 'Casual', 'Difficult', 'Singleplayer', 'Minimalist', 'Cute', 'Abstract', 'Strategy']",9.99,0.0,290260.0,"Alan Hazelden,Harry Lee"
Dovetail Games - Trains,['Simulation'],2013-03-21,['Simulation'],39.99,0.0,222554.0,KrossRails
Tallbeard Studios LLC,"['Action', 'Indie']",2017-11-01,"['Action', 'Indie']",2.99,0.0,739640.0,Tallbeard Studios LLC
Shoho Games,"['Casual', 'Indie', 'Simulation']",2017-08-25,"['Simulation', 'Casual', 'Indie', 'Walking Simulator', 'Great Soundtrack']",0.99,0.0,668890.0,Shoho Games
Aksys Games,['RPG'],2017-12-08,"['RPG', 'JRPG', 'Anime', 'Action RPG', 'Great Soundtrack', 'Singleplayer']",59.99,0.0,587260.0,Nihon Falcom
Notus Games Ltd,['Casual'],2017-12-15,"['Casual', 'Match 3', 'Puzzle', 'Indie', 'Atmospheric', '2D', 'Funny', 'Family Friendly', 'Colorful']",9.99,0.0,759650.0,Notus Games Ltd
United Independent Entertainment GmbH,"['Casual', 'Simulation']",2013-06-07,"['Simulation', 'Casual', 'Agriculture']",9.99,0.0,236790.0,Actalogic
Activision,['Action'],2014-05-29,['Action'],1.99,0.0,234785.0,Treyarch
Misfits Attic,"['Indie', 'Strategy']",2016-05-18,"['Strategy', 'Indie', 'Sci-fi', 'Horror', 'Rogue-like', 'Space', 'Survival', 'Survival Horror', 'Programming', 'Atmospheric', 'Singleplayer', 'Difficult', '2D', 'Hacking']",19.99,0.0,254320.0,Misfits Attic
Dahlenburg,['Simulation'],2015-03-24,"['Simulation', 'Building', 'Physics', 'Indie', 'Sandbox']",9.99,0.0,358700.0,Robert Dahlenburg
Choice of Games,"['Adventure', 'Indie', 'RPG']",2017-08-10,"['Adventure', 'RPG', 'Indie', 'Choose Your Own Adventure', 'Text-Based']",4.99,0.0,688000.0,Choice of Games
Fancy Factory,"['Action', 'Casual', 'Indie']",2017-12-07,"['Action', 'Indie', 'Casual']",4.99,0.0,750740.0,Fancy Factory
The Most,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Sports', 'Strategy']",2017-11-15,"['Casual', 'Sports', 'Racing', 'Action', 'Indie', 'Adventure', 'Strategy']",4.99,0.0,745180.0,The Most
H L Nunnelly,"['Adventure', 'Casual', 'Indie']",2017-08-19,"['Indie', 'Casual', 'Adventure']",2.99,0.0,696190.0,H L Nunnelly
Crowned Daemon Studios,['Indie'],2016-11-03,['Indie'],0.99,0.0,520200.0,Crowned Daemon Studios
SCS Software,"['Indie', 'Simulation']",2007-03-22,"['Simulation', 'Indie', 'Driving', 'Singleplayer', 'Open World']",7.99,0.0,302080.0,SCS Software
Gustav,"['Action', 'Adventure', 'Indie', 'RPG']",2017-10-30,"['Indie', 'Action', 'Adventure', 'RPG', 'Difficult']",16.99,0.0,727510.0,Gustav
Valsar,"['Indie', 'Strategy']",2015-11-04,"['Strategy', 'Indie', 'Tower Defense', 'Pixel Graphics', '2D']",9.99,0.0,355980.0,Valsar
SEGA,['Action'],2011-12-19,['Action'],2.99,0.0,200620.0,Avalanche Studios
Paradox Interactive,['Strategy'],2013-06-25,['Strategy'],1.99,0.0,226662.0,Paradox Development Studio
"Codemasters, Feral Interactive (Mac)","['Racing', 'Sports']",2013-06-27,"['Racing', 'Sports']",5.99,0.0,221165.0,"Codemasters Racing,Feral Interactive (Mac)"
Eversim,['Strategy'],2014-07-16,"['Strategy', 'Simulation', 'Politics']",19.99,0.0,311040.0,Eversim
"Monochrome, Inc","['Action', 'Adventure', 'Indie']",2013-10-25,"['Zombies', 'Survival', 'Action', 'Co-op', 'Multiplayer', 'Horror', 'FPS', 'Online Co-Op', 'Indie', 'First-Person', 'Shooter', 'Adventure', 'Open World', 'Survival Horror', 'PvP', 'Atmospheric', 'Gore', 'Singleplayer', 'Competitive', 'Local Co-Op']",9.99,0.0,238430.0,"Monochrome, Inc"
Electronic Arts,"['Action', 'RPG', 'Indie']",2010-11-30,"['Action', 'RPG', 'Indie', 'Action RPG', 'Comedy', 'Local Co-Op', 'Hack and Slash', 'Parody']",14.99,0.0,18050.0,Hothead Games
KISS ltd,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-02-14,"['Strategy', 'Action', 'Adventure', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",9.99,0.0,591492.0,DL Softworks
Size Five Games,"['Action', 'Casual', 'Indie', 'Sports']",2017-07-20,"['Sports', 'Indie', 'Action', 'Casual', 'Soccer', 'Football']",3.99,0.0,529440.0,Size Five Games
CI Games,['Action'],2017-09-05,"['Action', 'Violent']",9.99,0.0,575300.0,CI Games
The Working Parts,"['Action', 'Adventure', 'Indie']",2014-05-23,"['Indie', 'Adventure', 'Horror', 'Action', 'Atmospheric', 'Short', 'Singleplayer', '2D']",1.99,0.0,294140.0,The Working Parts
Rabbiton,"['Adventure', 'Casual', 'Free to Play', 'Indie']",2016-09-26,"['Free to Play', 'RPGMaker', 'Adventure', 'Indie', 'Horror', 'Casual', 'Pixel Graphics', 'Anime', 'RPG', 'Cute', 'Puzzle', 'Female Protagonist']",,0.0,497640.0,Rabbiton
"ValuSoft, Retroism",['Strategy'],2007-08-01,"['Strategy', 'Simulation']",9.99,0.0,12510.0,"Gamebryo,Virtual Playground"
BANDAI NAMCO Entertainment,"['Action', 'Indie']",2014-03-28,"['Action', 'Platformer', 'Indie', '2D', 'Rogue-like', 'Shooter', 'RPG', 'Pixel Graphics', 'Adventure', 'Loot', 'Singleplayer']",9.99,0.0,264540.0,Magiko Gaming
